year,state,hs_grad,bachelors,adv_degree,media houdhold income,rep_spending,dem_spending,inflation_rate,poverty_rate,stock_change,unemployment_rate,perc_urban,rep_sen,rep_house,campaign_fund,rep_legis,stateGDP,rep_win
2008,Kentucky,81.3,19.7,7.9,46963,267.985,850.128,0.09,17.3,-40.54,5.9,57.75,0.49,0.4644,0.2397,42,0.782525154,1
2008,Louisiana,81.2,20.3,6.5,45154,267.985,850.128,0.09,17.3,-40.54,4.8,73.05,0.49,0.4644,0.2397,45,0.962335489,1
2008,Maine,89.7,25.4,8.9,53902,267.985,850.128,0.09,12.3,-40.54,5.7,39.075,0.49,0.4644,0.2397,41,0.795603397,0
2008,Maryland,88,35.2,15.4,72715,267.985,850.128,0.09,8.1,-40.54,3.6,86.925,0.49,0.4644,0.2397,27,1.092477428,0
2008,Massachusetts,88.7,38.1,16.4,68845,267.985,850.128,0.09,10,-40.54,5.4,91.85,0.49,0.4644,0.2397,12,1.254581517,0
2008,Michigan,88.1,24.7,9.4,56824,267.985,850.128,0.09,14.4,-40.54,7.7,74.625,0.49,0.4644,0.2397,49,0.823598686,0
2008,Minnesota,91.6,31.5,10,62687,267.985,850.128,0.09,9.6,-40.54,5.5,72.7,0.49,0.4644,0.2397,35,1.058531849,0
2008,Mississippi,79.9,19.4,6.8,41597,267.985,850.128,0.09,21.2,-40.54,6.5,49.175,0.49,0.4644,0.2397,41,0.684448668,1
2008,Missouri,86.5,25,9.1,52544,267.985,850.128,0.09,13.4,-40.54,5.8,70.15,0.49,0.4644,0.2397,57,0.890849363,1
2008,Montana,90.9,27.1,8.4,48963,267.985,850.128,0.09,14.8,-40.54,5.2,55.45,0.49,0.4644,0.2397,49,0.77758724,1
2008,Nebraska,90.1,27.1,8.6,57897,267.985,850.128,0.09,10.8,-40.54,3.5,72.275,0.49,0.4644,0.2397,63,0.986963079,1
2008,Nevada,83.5,21.9,7,62481,267.985,850.128,0.09,11.3,-40.54,5.6,93.525,0.49,0.4644,0.2397,41,1.018284746,0
2008,New Hampshire,90.9,33.3,12,75528,267.985,850.128,0.09,7.6,-40.54,4.1,60.05,0.49,0.4644,0.2397,40,0.988450652,0
2008,New Jersey,87.4,34.4,12.8,74535,267.985,850.128,0.09,8.7,-40.54,5.1,94.625,0.49,0.4644,0.2397,41,1.193859631,0
2008,New Mexico,82.4,24.7,10.7,48052,267.985,850.128,0.09,17.1,-40.54,4.1,76.8,0.49,0.4644,0.2397,41,0.851366707,0
2008,New York,84.1,31.9,13.8,57592,267.985,850.128,0.09,13.6,-40.54,5.5,87.8,0.49,0.4644,0.2397,35,1.209313857,0
2008,North Carolina,83.6,26.1,8.6,48997,267.985,850.128,0.09,14.6,-40.54,5.3,64.625,0.49,0.4644,0.2397,42,0.941447491,0
2008,North Dakota,89.6,26.9,6.6,56645,267.985,850.128,0.09,12,-40.54,3.8,58.9,0.49,0.4644,0.2397,62,0.999545464,1
2008,Ohio,87.6,24.1,8.7,53567,267.985,850.128,0.09,13.4,-40.54,6.2,77.775,0.49,0.4644,0.2397,56,0.899733477,0
2008,Oklahoma,85.5,22.2,7.2,52627,267.985,850.128,0.09,15.9,-40.54,3.8,65.975,0.49,0.4644,0.2397,54,0.827420921,1
2008,Oregon,88.6,28.1,10.1,59037,267.985,850.128,0.09,13.6,-40.54,6,80.425,0.49,0.4644,0.2397,44,1.002210698,0
2008,Pennsylvania,87.5,26.3,10,58666,267.985,850.128,0.09,12.1,-40.54,5.4,78.3,0.49,0.4644,0.2397,51,0.968203136,0
2008,Rhode Island,83.7,30,11.3,60765,267.985,850.128,0.09,11.7,-40.54,7.2,90.75,0.49,0.4644,0.2397,16,0.945145761,0
2008,South Carolina,83.2,23.7,8.5,48112,267.985,850.128,0.09,15.7,-40.54,6,64.85,0.49,0.4644,0.2397,58,0.761017334,1
2008,South Dakota,90.3,25.1,7.3,58892,267.985,850.128,0.09,12.5,-40.54,3.1,55.5,0.49,0.4644,0.2397,67,0.940393794,1
2008,Tennessee,83,22.9,8,45313,267.985,850.128,0.09,15.8,15.91,6.6,64.87,0.51,0.5563,0.2397,47,0.846036239,1
2008,Texas,79.6,25.3,8.3,53060,267.985,850.128,0.09,5.8,-40.54,4.6,84.15,0.49,0.4644,0.2397,55,0.997541373,1
2008,Utah,90.4,29.1,9.4,71375,267.985,850.128,0.09,9.6,-40.54,3.3,90,0.49,0.4644,0.2397,73,0.89615917,1
2008,Vermont,90.6,32.1,12.2,57872,267.985,850.128,0.09,10.6,-40.54,5,38.725,0.49,0.4644,0.2397,31,0.862874734,0
2008,Virginia,85.9,33.7,13.8,70745,267.985,850.128,0.09,10.2,-40.54,3.7,74.875,0.49,0.4644,0.2397,51,1.074048057,0
2008,Washington,89.6,30.7,10.9,64634,267.985,850.128,0.09,11.3,-40.54,5.3,83.5,0.49,0.4644,0.2397,35,1.135079854,0
2008,West Virginia,82.2,17.1,6.7,43363,267.985,850.128,0.09,17,-40.54,5.1,48.05,0.49,0.4644,0.2397,29,0.716493461,1
2008,Wisconsin,89.6,25.7,8.6,58436,267.985,850.128,0.09,10.4,-40.54,5.2,69.725,0.49,0.4644,0.2397,51,0.921923101,0
2008,Wyoming,91.7,23.6,7.9,60875,267.985,850.128,0.09,9.4,-40.54,3.7,64.875,0.49,0.4644,0.2397,73,1.429350633,1
2012,Alabama,82.1,21.9,8.2,46490,511.12,779.852,1.74,19,15.91,8.3,58.681,0.51,0.5563,0.396,62,0.756359408,1
2012,Alaska,91,27.9,9.9,68080,511.12,779.852,1.74,10.1,15.91,8.2,66.559,0.51,0.5563,0.396,53,1.52551031,1
2012,Arizona,85.6,25.9,9.7,50320,511.12,779.852,1.74,18.7,15.91,8.8,90.294,0.51,0.5563,0.396,68,0.800236726,1
2012,Arkansas,82.9,19.5,6.9,41735,511.12,779.852,1.74,19.8,15.91,8.5,55.828,0.51,0.5563,0.396,44,0.726353386,1
2012,California,80.7,30.1,11.2,60990,511.12,779.852,1.74,17,15.91,11.4,95.95,0.51,0.5563,0.396,36,1.098739539,0
2012,Colorado,89.7,36.4,13.35,61242,511.12,779.852,1.74,13.7,15.91,8.6,86.633,0.51,0.5563,0.396,48,1.03042133,0
2012,Connecticut,88.6,35.5,15.9,68720,511.12,779.852,1.74,10.7,15.91,8.7,88.804,0.51,0.5563,0.396,35,1.318728326,0
2012,Delaware,87.7,27.8,11.5,52382,511.12,779.852,1.74,12,15.91,7.6,83.325,0.51,0.5563,0.396,35,1.290902673,0
2012,District of Columbia,87.4,50.1,29,69789,511.12,779.852,1.74,18.2,15.91,10.1,100,0.51,0.5563,0.396,0,3.390369001,0
2012,Florida,85.5,25.8,9.4,49279,511.12,779.852,1.74,17.1,15.91,9,91.632,0.51,0.5563,0.396,68,0.782648421,0
2012,Georgia,84.3,27.3,10.2,51472,511.12,779.852,1.74,19.2,15.91,9.8,74.967,0.51,0.5563,0.396,64,0.87586436,1
2012,Hawaii,89.9,29.5,10.2,60181,511.12,779.852,1.74,11.6,15.91,6.8,92.718,0.51,0.5563,0.396,12,1.027555703,0
2012,Idaho,88.3,24.4,7.8,51259,511.12,779.852,1.74,15.9,15.91,8.9,70.246,0.51,0.5563,0.396,81,0.707892934,1
2012,Illinois,86.9,30.8,11.8,55340,511.12,779.852,1.74,14.7,15.91,9.7,89.208,0.51,0.5563,0.396,44,1.082999356,0
2012,Indiana,87,22.7,8.4,49372,511.12,779.852,1.74,15.6,15.91,9.2,72.72,0.51,0.5563,0.396,65,0.894158689,0
2012,Iowa,90.6,24.9,7.9,57163,511.12,779.852,1.74,12.7,15.91,6.1,63.908,0.51,0.5563,0.396,56,0.996636003,0
2012,Kansas,89.2,29.8,10.55,53485,511.12,779.852,1.74,14,15.91,6.4,74.235,0.51,0.5563,0.396,75,0.944784766,1
2012,Kentucky,81.9,20.5,8.55,43947,511.12,779.852,1.74,19.4,15.91,9,58.328,0.51,0.5563,0.396,46,0.790560043,1
2012,Louisiana,81.9,21.4,7.1,41806,511.12,779.852,1.74,19.9,15.91,8,73.78,0.51,0.5563,0.396,57,0.944390224,1
2012,Maine,90.3,26.8,9.6,52581,511.12,779.852,1.74,14.7,15.91,8.7,39.466,0.51,0.5563,0.396,53,0.782959902,0
2012,Maryland,88.1,36.1,16.35,76838,511.12,779.852,1.74,10.3,15.91,7.4,87.794,0.51,0.5563,0.396,29,1.121498432,0
2012,Massachusetts,89.1,39,17.05,68088,511.12,779.852,1.74,11.9,15.91,7.4,92.769,0.51,0.5563,0.396,18,1.296966173,0
2012,Michigan,88.7,25.2,9.95,53498,511.12,779.852,1.74,17.4,15.91,9.7,75.371,0.51,0.5563,0.396,59,0.840251677,0
2012,Minnesota,91.8,31.8,10.6,66098,511.12,779.852,1.74,11.4,15.91,6.6,73.427,0.51,0.5563,0.396,55,1.064663496,0
2012,Mississippi,81,19.5,7.25,39192,511.12,779.852,1.74,24.2,15.91,10,49.667,0.51,0.5563,0.396,55,0.659904064,1
2012,Missouri,86.9,25.6,9.65,53229,511.12,779.852,1.74,16.2,15.91,7.6,70.8515,0.51,0.5563,0.396,67,0.870589945,1
2012,Montana,91.7,28.8,8.7,48227,511.12,779.852,1.74,15.5,15.91,7.4,56.005,0.51,0.5563,0.396,64,0.800278257,1
2012,Nebraska,90.4,28.6,9.15,55830,511.12,779.852,1.74,13,15.91,4.5,72.998,0.51,0.5563,0.396,69,1.051228274,1
2012,Nevada,84.7,21.7,7.45,50629,511.12,779.852,1.74,16.4,15.91,12.3,94.46,0.51,0.5563,0.396,41,0.900076832,0
2012,New Hampshire,91.5,32.8,12.5,72541,511.12,779.852,1.74,10,15.91,6,60.651,0.51,0.5563,0.396,74,1.010112756,0
2012,New Jersey,88,35.4,13.4,71336,511.12,779.852,1.74,10.8,15.91,9.6,95.571,0.51,0.5563,0.396,38,1.145212534,0
2012,New Mexico,83.3,25,11.1,46448,511.12,779.852,1.74,20.8,15.91,7.7,77.568,0.51,0.5563,0.396,43,0.832173931,0
2012,New York,84.9,32.5,14.3,51000,511.12,779.852,1.74,15.9,15.91,9.2,88.678,0.51,0.5563,0.396,39,1.304649376,0
2012,North Carolina,84.7,26.5,9.25,44446,511.12,779.852,1.74,18,15.91,10,65.271,0.51,0.5563,0.396,58,0.885748697,0
2012,North Dakota,90.3,27.6,7.1,59649,511.12,779.852,1.74,11.2,15.91,3.9,59.489,0.51,0.5563,0.396,74,1.413875449,1
2012,Ohio,88.1,24.6,9.2,47465,511.12,779.852,1.74,16.3,15.91,8.6,78.55275,0.51,0.5563,0.396,62,0.932200926,0
2012,Oklahoma,86.2,22.9,7.6,51778,511.12,779.852,1.74,17.2,15.91,5.8,66.635,0.51,0.5563,0.396,67,0.869115601,1
2012,Oregon,88.8,28.8,10.8,55380,511.12,779.852,1.74,17.2,15.91,9.8,81.229,0.51,0.5563,0.396,54,1.02562452,0
2012,Pennsylvania,88.4,27.1,10.6,55518,511.12,779.852,1.74,13.7,15.91,8.3,79.083,0.51,0.5563,0.396,56,0.987104678,0
2012,Rhode Island,83.5,30.2,12.05,59969,511.12,779.852,1.74,13.7,15.91,12.2,91.6575,0.51,0.5563,0.396,16,0.959569741,0
2012,South Carolina,84.1,24.5,8.9,47493,511.12,779.852,1.74,18.3,15.91,10.2,65.499,0.51,0.5563,0.396,60,0.733870465,1
2012,South Dakota,89.6,26.3,7.65,52856,511.12,779.852,1.74,13.4,15.91,5,56.055,0.51,0.5563,0.396,76,0.975019208,1
2012,Tennessee,83.6,23.1,8.65,45989,511.12,779.852,1.74,17.9,7.5,7.8,66.39,0.54,0.5679,0.396,64,0.853105468,1
2012,Texas,80.7,25.9,8.85,55542,511.12,779.852,1.74,17.9,15.91,7.3,84.992,0.51,0.5563,0.396,66,1.043067467,1
2012,Utah,90.6,29.3,9.9,62403,511.12,779.852,1.74,12.8,15.91,6.2,90.9,0.51,0.5563,0.396,77,0.870506884,1
2012,Vermont,91,33.6,13.25,59452,511.12,779.852,1.74,11.8,15.91,5.8,39.112,0.51,0.5563,0.396,31,0.893847208,0
2012,Virginia,86.5,34.2,14.6,69132,511.12,779.852,1.74,11.7,15.91,6.6,75.623,0.51,0.5563,0.396,62,1.070207862,0
2012,Washington,89.8,31.1,11.45,66517,511.12,779.852,1.74,13.5,15.91,9.4,84.335,0.51,0.5563,0.396,44,1.109350666,0
2012,West Virginia,83.2,17.5,7.05,46586,511.12,779.852,1.74,17.8,15.91,8.1,48.531,0.51,0.5563,0.396,31,0.737483647,1
2012,Wisconsin,90.1,26.3,9,56775,511.12,779.852,1.74,13.2,15.91,7.9,70.422,0.51,0.5563,0.396,58,0.942334448,0
2012,Wyoming,92.3,24.1,8.25,61517,511.12,779.852,1.74,12.6,15.91,6.5,65.52375,0.51,0.5563,0.396,84,1.261374255,1
2016,Alabama,84.3,23.5,8.7,48237,398,768,2.1,16.3,7.5,5.9,59.26781,0.54,0.5679,0.354,70,0.733478089,1
2016,Alaska,92.1,28,10.1,77351,398,768,2.1,10.9,7.5,6.9,67.22459,0.54,0.5679,0.354,62,1.249585472,1
2016,Arizona,86,27.5,10.2,58328,398,768,2.1,16.6,7.5,5.4,91.19694,0.54,0.5679,0.354,59,0.76865377,1
2016,Arkansas,84.8,21.1,7.5,46894,398,768,2.1,16.1,7.5,3.9,56.38628,0.54,0.5679,0.354,65,0.720529017,1
2016,California,81.8,31.4,11.6,68070,398,768,2.1,13.9,7.5,5.5,96.9095,0.54,0.5679,0.354,35,1.164113699,0
2016,Colorado,90.7,38.1,14,72084,398,768,2.1,9.2,7.5,3.3,87.49933,0.54,0.5679,0.354,49,1.043485985,0
2016,Connecticut,89.9,37.6,16.6,77556,398,768,2.1,9.5,7.5,5.1,89.69204,0.54,0.5679,0.354,42,1.238551125,0
2016,Delaware,88.4,30,12.2,59294,398,768,2.1,11.3,7.5,4.5,84.15825,0.54,0.5679,0.354,40,1.254994078,0
2016,District of Columbia,89.3,54.6,31.3,72508,398,768,2.1,16.5,7.5,6.1,101,0.54,0.5679,0.354,0,3.141354126,0
2016,Florida,86.9,27.3,9.8,52277,398,768,2.1,14.6,7.5,4.8,92.54832,0.54,0.5679,0.354,67,0.781839716,1
2016,Georgia,85.4,28.8,10.7,54678,398,768,2.1,16.8,7.5,5.4,75.71667,0.54,0.5679,0.354,67,0.89297276,1
2016,Hawaii,91,30.8,10.5,73684,398,768,2.1,10.1,7.5,2.9,93.64518,0.54,0.5679,0.354,11,1.025740229,0
2016,Idaho,89.5,25.9,8.2,57780,398,768,2.1,11.7,7.5,3.8,70.94846,0.54,0.5679,0.354,80,0.715673115,1
2016,Illinois,87.9,32.3,12.4,62706,398,768,2.1,11.5,7.5,5.8,90.10008,0.54,0.5679,0.354,38,1.072009475,0
2016,Indiana,87.8,24.1,8.7,57300,398,768,2.1,12.7,7.5,4.4,73.4472,0.54,0.5679,0.354,73,0.902427951,1
2016,Iowa,91.5,26.7,8.5,60365,398,768,2.1,10.1,7.5,3.6,64.54708,0.54,0.5679,0.354,54,1.03134623,1
2016,Kansas,90.2,31,11,58032,398,768,2.1,12.7,7.5,4,74.97735,0.54,0.5679,0.354,78,0.938570865,1
2016,Kentucky,84.2,22.3,9.2,46345,398,768,2.1,17.4,7.5,5.1,58.91128,0.54,0.5679,0.354,51,0.764626925,1
2016,Louisiana,83.4,22.5,7.7,43103,398,768,2.1,19.4,7.5,6,74.5178,0.54,0.5679,0.354,60,0.877220687,1
2016,Maine,91.6,29,10.3,51950,398,768,2.1,12.5,7.5,3.8,39.86066,0.54,0.5679,0.354,48,0.772305567,0
2016,Maryland,89.4,37.9,17.3,75346,398,768,2.1,8.4,7.5,4.4,88.67194,0.54,0.5679,0.354,34,1.101184366,0
2016,Massachusetts,89.8,40.5,17.7,73820,398,768,2.1,10.6,7.5,3.9,93.69669,0.54,0.5679,0.354,20,1.286379787,0
2016,Michigan,89.6,26.9,10.5,58319,398,768,2.1,11.9,7.5,5,76.12471,0.54,0.5679,0.354,59,0.855309909,1
2016,Minnesota,92.4,33.7,11.2,71728,398,768,2.1,8.3,7.5,3.9,74.16127,0.54,0.5679,0.354,49,1.071752862,0
2016,Mississippi,82.3,20.7,7.7,41983,398,768,2.1,20.1,7.5,5.8,50.16367,0.54,0.5679,0.354,60,0.638255034,1
2016,Missouri,88.4,27.1,10.2,56199,398,768,2.1,11.4,7.5,4.6,71.560015,0.54,0.5679,0.354,72,0.843584682,1
2016,Montana,85.5,24.9,9,58302,398,768,2.1,11.8,7.5,4.1,56.56505,0.54,0.5679,0.354,59,0.790386893,1
2016,Nebraska,90.7,29.3,9.7,60651,398,768,2.1,9.9,7.5,3.1,73.72798,0.54,0.5679,0.354,0,1.078957758,1
2016,Nevada,85.1,23,7.9,56623,398,768,2.1,11.5,7.5,5.7,95.4046,0.54,0.5679,0.354,57,0.871338334,0
2016,New Hampshire,92.3,34.9,13,77900,398,768,2.1,6.8,7.5,2.9,61.25751,0.54,0.5679,0.354,60,1.023035926,0
2016,New Jersey,88.6,36.8,14,69940,398,768,2.1,10.3,7.5,5,96.52671,0.54,0.5679,0.354,38,1.113857086,0
2016,New Mexico,84.2,26.3,11.5,49493,398,768,2.1,18.7,7.5,6.7,78.34368,0.54,0.5679,0.354,48,0.815909988,0
2016,New York,85.6,34.2,14.8,62758,398,768,2.1,13,7.5,4.8,89.56478,0.54,0.5679,0.354,36,1.273628109,0
2016,North Carolina,85.8,28.4,9.9,54920,398,768,2.1,14.4,7.5,5.1,65.92371,0.54,0.5679,0.354,64,0.872364785,1
2016,North Dakota,91.7,27.7,7.6,61478,398,768,2.1,10.9,7.5,3.1,60.08389,0.54,0.5679,0.354,73,1.268397158,1
2016,Ohio,89.1,26.1,9.7,55146,398,768,2.1,13.6,7.5,5,79.3382775,0.54,0.5679,0.354,67,0.936024477,1
2016,Oklahoma,86.9,24.1,8,52039,398,768,2.1,14.4,7.5,4.8,67.30135,0.54,0.5679,0.354,74,0.876786419,1
2016,Oregon,89.8,30.8,11.5,60407,398,768,2.1,11.8,7.5,4.8,82.04129,0.54,0.5679,0.354,41,1.001796289,0
2016,Pennsylvania,89.2,28.6,11.2,62290,398,768,2.1,11.7,7.5,5.4,79.87383,0.54,0.5679,0.354,58,1.006277142,1
2016,Rhode Island,86.2,31.9,12.8,62851,398,768,2.1,11.6,7.5,5.2,92.574075,0.54,0.5679,0.354,14,0.940821161,0
2016,South Carolina,85.6,25.8,9.3,55505,398,768,2.1,14.2,7.5,5,66.15399,0.54,0.5679,0.354,62,0.735669167,1
2016,South Dakota,90.9,27,8,58685,398,768,2.1,14.2,7.5,3,56.61555,0.54,0.5679,0.354,81,0.95353336,1
2016,Tennessee,87,25.4,9.3,52448,398,768,2.1,14.8,7.5,4.7,67.05,0.54,0.5679,0.354,77,0.863008291,1
2016,Texas,81.9,27.6,9.4,59396,398,768,2.1,14.3,7.5,4.6,85.84192,0.54,0.5679,0.354,66,1.04824319,1
2016,Utah,91.2,31.1,10.4,68932,398,768,2.1,8.9,7.5,3.4,91.809,0.54,0.5679,0.354,84,0.887228583,1
2016,Vermont,91.8,36,14.3,62145,398,768,2.1,10.2,7.5,3.2,39.50312,0.54,0.5679,0.354,34,0.875523095,0
2016,Virginia,88.3,36.3,15.4,67880,398,768,2.1,11.1,7.5,4.1,76.37923,0.54,0.5679,0.354,62,1.015455981,0
2016,Washington,90.4,32.9,12,71822,398,768,2.1,11.2,7.5,5.3,85.17835,0.54,0.5679,0.354,50,1.14086064,0
2016,West Virginia,85,19.2,7.4,45308,398,768,2.1,16.3,7.5,6.1,49.01631,0.54,0.5679,0.354,61,0.713679432,1
2016,Wisconsin,91,27.8,9.4,61103,398,768,2.1,11.1,7.5,4,71.12622,0.54,0.5679,0.354,62,0.948736676,1
2016,Wyoming,92.3,25.7,8.6,59073,398,768,2.1,10.3,7.5,5.3,66.1789875,0.54,0.5679,0.354,86,1.171081721,1