,year,state,hs_grad,rank_a,bachelors,rank_b,adv_degree,rank_c,avg_income,dem_spend,rep_spend,dem_pac,rep_pac,inflation_rate,poverty_rate,stock_change,unemployment_rate,perc_urban,rep_sen,rep_house,campaign_fund,rep_legis,stateGDP,dem_name,rep_name,rep_win
639,2015,Rhode Island,86.2,34,31.9,13,12.8,10,57633,,,,,0.73,13.9,5.73,7.5,,,,,,,,,
640,2000,South Carolina,85.6,37,25.8,39,9.3,35,52375,120.3,186.5,0,0,,14.4,-39.29,4.3,60.5,0.55,0.5195,0.6079,53,0.80668247081451,Gore,G.W. Bush,1
641,2001,South Carolina,85.6,37,25.8,39,9.3,35,51666,,,,,1.55,13.4,-21.05,4.6,61.225,,,,,,,,
642,2002,South Carolina,85.6,37,25.8,39,9.3,35,51410,,,,,2.38,14.2,-31.53,6.3,61.95,,,,,,,,
643,2003,South Carolina,85.6,37,25.8,39,9.3,35,50333,,,,,1.88,14.1,50.01,7.4,62.675,,,,,,,,
644,2004,South Carolina,85.6,37,25.8,39,9.3,35,50621,332.7,355,0,0,3.26,15.7,8.59,7.3,63.0375,0.51,0.5264,0.5162,58,0.789704318230164,Kerry,G.W. Bush,1
645,2005,South Carolina,85.6,37,25.8,39,9.3,35,48284,,,,,3.42,15.6,1.37,7.1,63.4,,,,,,,,
646,2006,South Carolina,85.6,37,25.8,39,9.3,35,52400,,,,,2.54,15.7,9.52,6.8,63.7625,,,,,,,,
647,2007,South Carolina,85.6,37,25.8,39,9.3,35,48112,,,,,4.08,15,9.81,6.5,64.125,,,,,,,,
648,2008,South Carolina,85.6,37,25.8,39,9.3,35,47073,760.4,239.7,0,0,0.09,15.7,-40.54,6,64.85,0.49,0.4644,0.2397,58,0.761017334352596,Obama,McCain,1
649,2009,South Carolina,85.6,37,25.8,39,9.3,35,46982,,,,,2.72,17.1,43.89,10.6,65.575,,,,,,,,
650,2010,South Carolina,85.6,37,25.8,39,9.3,35,43783,,,,,1.5,18.2,16.91,12.4,66.3,,,,,,,,
651,2011,South Carolina,85.6,37,25.8,39,9.3,35,47493,,,,,2.96,18.9,-1.8,11.3,,,,,,,,,
652,2012,South Carolina,85.6,37,25.8,39,9.3,35,46112,737.1,458.7,70.5,143.3,1.74,18.3,15.91,10.2,,0.51,0.5563,0.396,60,0.733870465352908,Obama,Romney,1
653,2013,South Carolina,85.6,37,25.8,39,9.3,35,45916,,,,,1.5,18.6,38.32,9.1,,,,,,,,,
654,2014,South Carolina,85.6,37,25.8,39,9.3,35,46567,,,,,0.76,18,13.4,6.6,,,,,,,,,
655,2015,South Carolina,85.6,37,25.8,39,9.3,35,47968,,,,,0.73,16.6,5.73,6.8,,,,,,,,,
656,2000,South Dakota,90.9,13,27,33,8,43,55060,120.3,186.5,0,0,,11.5,-39.29,3.1,51.9,0.55,0.5195,0.6079,70,0.796193585901507,Gore,G.W. Bush,1
657,2001,South Dakota,90.9,13,27,33,8,43,51749,,,,,1.55,11.6,-21.05,3.2,52.5,,,,,,,,
658,2002,South Dakota,90.9,13,27,33,8,43,52803,,,,,2.38,11.4,-31.53,4,53.1,,,,,,,,
659,2003,South Dakota,90.9,13,27,33,8,43,53476,,,,,1.88,11.1,50.01,4,53.7,,,,,,,,
660,2004,South Dakota,90.9,13,27,33,8,43,54296,332.7,355,0,0,3.26,11,8.59,4.2,54,0.51,0.5264,0.5162,71,0.894405445649862,Kerry,G.W. Bush,1
661,2005,South Dakota,90.9,13,27,33,8,43,55365,,,,,3.42,13.6,1.37,4.6,54.3,,,,,,,,
662,2006,South Dakota,90.9,13,27,33,8,43,55013,,,,,2.54,13.6,9.52,3.7,54.6,,,,,,,,
663,2007,South Dakota,90.9,13,27,33,8,43,58892,,,,,4.08,13.1,9.81,3.6,54.9,,,,,,,,
664,2008,South Dakota,90.9,13,27,33,8,43,52485,760.4,239.7,0,0,0.09,12.5,-40.54,3.1,55.5,0.49,0.4644,0.2397,67,0.940393793516663,Obama,McCain,1
665,2009,South Dakota,90.9,13,27,33,8,43,51099,,,,,2.72,14.2,43.89,5,56.1,,,,,,,,
666,2010,South Dakota,90.9,13,27,33,8,43,51581,,,,,1.5,14.4,16.91,5.9,56.7,,,,,,,,
667,2011,South Dakota,90.9,13,27,33,8,43,52856,,,,,2.96,13.9,-1.8,5.8,,,,,,,,,
668,2012,South Dakota,90.9,13,27,33,8,43,57394,737.1,458.7,70.5,143.3,1.74,13.4,15.91,5,,0.51,0.5563,0.396,76,0.975019208007143,Obama,Romney,1
669,2013,South Dakota,90.9,13,27,33,8,43,56298,,,,,1.5,14.2,38.32,4.6,,,,,,,,,
670,2014,South Dakota,90.9,13,27,33,8,43,54987,,,,,0.76,14.2,13.4,4.1,,,,,,,,,
671,2015,South Dakota,90.9,13,27,33,8,43,56975,,,,,0.73,13.7,5.73,3.8,,,,,,,,,
672,2000,Texas,81.9,49,27.6,29,9.4,33,56711,120.3,186.5,0,0,,15.1,-39.29,4.8,82.5,0.55,0.5195,0.6079,49,0.993693250436105,Gore,G.W. Bush,1
673,2001,Texas,81.9,49,27.6,29,9.4,33,54859,,,,,1.55,15,-21.05,4.3,82.775,,,,,,,,
674,2002,Texas,81.9,49,27.6,29,9.4,33,52468,,,,,2.38,15.6,-31.53,6.4,83.05,,,,,,,,
675,2003,Texas,81.9,49,27.6,29,9.4,33,53853,,,,,1.88,16.3,50.01,7,83.325,,,,,,,,
676,2004,Texas,81.9,49,27.6,29,9.4,33,52120,332.7,355,0,0,3.26,16.6,8.59,6.6,83.4625,0.51,0.5264,0.5162,59,0.971942139970219,Kerry,G.W. Bush,1
677,2005,Texas,81.9,49,27.6,29,9.4,33,52781,,,,,3.42,17.6,1.37,5.9,83.6,,,,,,,,
678,2006,Texas,81.9,49,27.6,29,9.4,33,54580,,,,,2.54,16.9,9.52,5.3,83.7375,,,,,,,,
679,2007,Texas,81.9,49,27.6,29,9.4,33,53060,,,,,4.08,16.3,9.81,4.7,83.875,,,,,,,,
680,2008,Texas,81.9,49,27.6,29,9.4,33,54373,760.4,239.7,0,0,0.09,5.8,-40.54,4.6,84.15,0.49,0.4644,0.2397,55,0.997541373112126,Obama,McCain,1
681,2009,Texas,81.9,49,27.6,29,9.4,33,53255,,,,,2.72,17.2,43.89,6.4,84.425,,,,,,,,
682,2010,Texas,81.9,49,27.6,29,9.4,33,53573,,,,,1.5,17.9,16.91,8.6,84.7,,,,,,,,
683,2011,Texas,81.9,49,27.6,29,9.4,33,55542,,,,,2.96,18.5,-1.8,8.3,,,,,,,,,
684,2012,Texas,81.9,49,27.6,29,9.4,33,55891,737.1,458.7,70.5,143.3,1.74,17.9,15.91,7.3,,0.51,0.5563,0.396,66,1.04306746682725,Obama,Romney,1
685,2013,Texas,81.9,49,27.6,29,9.4,33,54183,,,,,1.5,17.5,38.32,7,,,,,,,,,
686,2014,Texas,81.9,49,27.6,29,9.4,33,55839,,,,,0.76,17.2,13.4,5.7,,,,,,,,,
687,2015,Texas,81.9,49,27.6,29,9.4,33,58432,,,,,0.73,15.9,5.73,4.7,,,,,,,,,
688,2000,Utah,91.2,10,31.1,15,10.4,23,65707,120.3,186.5,0,0,,8.8,-39.29,3.4,88.2,0.55,0.5195,0.6079,69,0.865388916223107,Gore,G.W. Bush,1
689,2001,Utah,91.2,10,31.1,15,10.4,23,65397,,,,,1.55,8.6,-21.05,4.1,88.5,,,,,,,,
690,2002,Utah,91.2,10,31.1,15,10.4,23,65834,,,,,2.38,10.5,-31.53,5.7,88.8,,,,,,,,
691,2003,Utah,91.2,10,31.1,15,10.4,23,66178,,,,,1.88,10.6,50.01,6.2,89.1,,,,,,,,
692,2004,Utah,91.2,10,31.1,15,10.4,23,68970,332.7,355,0,0,3.26,10.9,8.59,5.7,89.25,0.51,0.5264,0.5162,75,0.852776005105297,Kerry,G.W. Bush,1
693,2005,Utah,91.2,10,31.1,15,10.4,23,66579,,,,,3.42,10.2,1.37,4.7,89.4,,,,,,,,
694,2006,Utah,91.2,10,31.1,15,10.4,23,63440,,,,,2.54,10.6,9.52,3.8,89.55,,,,,,,,
695,2007,Utah,91.2,10,31.1,15,10.4,23,71375,,,,,4.08,9.7,9.81,2.7,89.7,,,,,,,,
696,2008,Utah,91.2,10,31.1,15,10.4,23,66990,760.4,239.7,0,0,0.09,9.6,-40.54,3.3,90,0.49,0.4644,0.2397,73,0.896159170265077,Obama,McCain,1
697,2009,Utah,91.2,10,31.1,15,10.4,23,63886,,,,,2.72,11.5,43.89,6.6,90.3,,,,,,,,
698,2010,Utah,91.2,10,31.1,15,10.4,23,60614,,,,,1.5,13.2,16.91,8.4,90.6,,,,,,,,
699,2011,Utah,91.2,10,31.1,15,10.4,23,62403,,,,,2.96,13.5,-1.8,7.9,,,,,,,,,
700,2012,Utah,91.2,10,31.1,15,10.4,23,66368,737.1,458.7,70.5,143.3,1.74,12.8,15.91,6.2,,0.51,0.5563,0.396,77,0.870506883734452,Obama,Romney,1
701,2013,Utah,91.2,10,31.1,15,10.4,23,64344,,,,,1.5,12.7,38.32,5.4,,,,,,,,,
702,2014,Utah,91.2,10,31.1,15,10.4,23,65694,,,,,0.76,11.7,13.4,4.4,,,,,,,,,
703,2015,Utah,91.2,10,31.1,15,10.4,23,68556,,,,,0.73,11.3,5.73,3.9,,,,,,,,,
704,2000,Vermont,91.8,6,36,7,14.3,6,56619,120.3,186.5,0,0,,10.7,-39.29,3.4,38.2,0.55,0.5195,0.6079,44,0.819027597620432,Gore,G.W. Bush,0
705,2001,Vermont,91.8,6,36,7,14.3,6,58753,,,,,1.55,10.4,-21.05,3.7,38.2875,,,,,,,,
706,2002,Vermont,91.8,6,36,7,14.3,6,57799,,,,,2.38,8.5,-31.53,4.4,38.375,,,,,,,,
707,2003,Vermont,91.8,6,36,7,14.3,6,61570,,,,,1.88,9.7,50.01,5.1,38.4625,,,,,,,,
708,2004,Vermont,91.8,6,36,7,14.3,6,63800,332.7,355,0,0,3.26,9,8.59,4.8,38.50625,0.51,0.5264,0.5162,47,0.875664752180387,Kerry,G.W. Bush,0
709,2005,Vermont,91.8,6,36,7,14.3,6,63353,,,,,3.42,11.5,1.37,4.2,38.55,,,,,,,,
710,2006,Vermont,91.8,6,36,7,14.3,6,56165,,,,,2.54,10.3,9.52,4.3,38.59375,,,,,,,,
711,2007,Vermont,91.8,6,36,7,14.3,6,57872,,,,,4.08,10.1,9.81,4.6,38.6375,,,,,,,,
712,2008,Vermont,91.8,6,36,7,14.3,6,59920,760.4,239.7,0,0,0.09,10.6,-40.54,5,38.725,0.49,0.4644,0.2397,31,0.862874733993099,Obama,McCain,0
713,2009,Vermont,91.8,6,36,7,14.3,6,63015,,,,,2.72,11.4,43.89,6.8,38.8125,,,,,,,,
714,2010,Vermont,91.8,6,36,7,14.3,6,56648,,,,,1.5,12.7,16.91,7,38.9,,,,,,,,
715,2011,Vermont,91.8,6,36,7,14.3,6,59452,,,,,2.96,11.5,-1.8,6.6,,,,,,,,,
716,2012,Vermont,91.8,6,36,7,14.3,6,57804,737.1,458.7,70.5,143.3,1.74,11.8,15.91,5.8,,0.51,0.5563,0.396,31,0.893847208090205,Obama,Romney,0
717,2013,Vermont,91.8,6,36,7,14.3,6,69052,,,,,1.5,12.3,38.32,5.2,,,,,,,,,
718,2014,Vermont,91.8,6,36,7,14.3,6,62922,,,,,0.76,12.2,13.4,4.7,,,,,,,,,
719,2015,Vermont,91.8,6,36,7,14.3,6,61557,,,,,0.73,10.2,5.73,4.4,,,,,,,,,
720,2000,Virginia,88.3,29,36.3,6,15.4,4,69731,120.3,186.5,0,0,,9.2,-39.29,2.9,73,0.55,0.5195,0.6079,52,1.05812497204455,Gore,G.W. Bush,1
721,2001,Virginia,88.3,29,36.3,6,15.4,4,67815,,,,,1.55,9.3,-21.05,2.6,73.3125,,,,,,,,
722,2002,Virginia,88.3,29,36.3,6,15.4,4,73193,,,,,2.38,9.9,-31.53,4.6,73.625,,,,,,,,
723,2003,Virginia,88.3,29,36.3,6,15.4,4,66529,,,,,1.88,9,50.01,4.6,73.9375,,,,,,,,
724,2004,Virginia,88.3,29,36.3,6,15.4,4,65322,332.7,355,0,0,3.26,9.5,8.59,4.3,74.09375,0.51,0.5264,0.5162,61,1.0721123165284,Kerry,G.W. Bush,1
725,2005,Virginia,88.3,29,36.3,6,15.4,4,69615,,,,,3.42,10,1.37,3.9,74.25,,,,,,,,
726,2006,Virginia,88.3,29,36.3,6,15.4,4,70115,,,,,2.54,9.6,9.52,3.3,74.40625,,,,,,,,
727,2007,Virginia,88.3,29,36.3,6,15.4,4,70745,,,,,4.08,9.9,9.81,3.3,74.5625,,,,,,,,
728,2008,Virginia,88.3,29,36.3,6,15.4,4,69292,760.4,239.7,0,0,0.09,10.2,-40.54,3.7,74.875,0.49,0.4644,0.2397,51,1.07404805685833,Obama,McCain,0
729,2009,Virginia,88.3,29,36.3,6,15.4,4,68017,,,,,2.72,10.5,43.89,6.1,75.1875,,,,,,,,
730,2010,Virginia,88.3,29,36.3,6,15.4,4,68394,,,,,1.5,11.1,16.91,7.9,75.5,,,,,,,,
731,2011,Virginia,88.3,29,36.3,6,15.4,4,69132,,,,,2.96,11.5,-1.8,7.1,,,,,,,,,
732,2012,Virginia,88.3,29,36.3,6,15.4,4,71272,737.1,458.7,70.5,143.3,1.74,11.7,15.91,6.6,,0.51,0.5563,0.396,62,1.07020786178541,Obama,Romney,0
733,2013,Virginia,88.3,29,36.3,6,15.4,4,69467,,,,,1.5,11.7,38.32,6.4,,,,,,,,,
734,2014,Virginia,88.3,29,36.3,6,15.4,4,68567,,,,,0.76,11.8,13.4,5.7,,,,,,,,,
735,2015,Virginia,88.3,29,36.3,6,15.4,4,63618,,,,,0.73,11.2,5.73,5.2,,,,,,,,,
736,2000,Washington,90.4,16,32.9,11,12,13,58973,120.3,186.5,0,0,,11.6,-39.29,5.7,82,0.55,0.5195,0.6079,48,1.1196269624726,Gore,G.W. Bush,0
737,2001,Washington,90.4,16,32.9,11,12,13,61738,,,,,1.55,10.8,-21.05,6.3,82.25,,,,,,,,
738,2002,Washington,90.4,16,32.9,11,12,13,63473,,,,,2.38,11.4,-31.53,8.3,82.5,,,,,,,,
739,2003,Washington,90.4,16,32.9,11,12,13,64944,,,,,1.88,11,50.01,8.1,82.75,,,,,,,,
740,2004,Washington,90.4,16,32.9,11,12,13,63727,332.7,355,0,0,3.26,13.1,8.59,7.7,82.875,0.51,0.5264,0.5162,48,1.05098915124442,Kerry,G.W. Bush,0
741,2005,Washington,90.4,16,32.9,11,12,13,66695,,,,,3.42,11.9,1.37,6.4,83,,,,,,,,
742,2006,Washington,90.4,16,32.9,11,12,13,68834,,,,,2.54,11.8,9.52,5.6,83.125,,,,,,,,
743,2007,Washington,90.4,16,32.9,11,12,13,64634,,,,,4.08,11.4,9.81,5.5,83.25,,,,,,,,
744,2008,Washington,90.4,16,32.9,11,12,13,69167,760.4,239.7,0,0,0.09,11.3,-40.54,5.3,83.5,0.49,0.4644,0.2397,35,1.13507985372203,Obama,McCain,0
745,2009,Washington,90.4,16,32.9,11,12,13,63280,,,,,2.72,12.3,43.89,7.9,83.75,,,,,,,,
746,2010,Washington,90.4,16,32.9,11,12,13,62096,,,,,1.5,13.4,16.91,11.3,84,,,,,,,,
747,2011,Washington,90.4,16,32.9,11,12,13,66517,,,,,2.96,13.9,-1.8,10.5,,,,,,,,,
748,2012,Washington,90.4,16,32.9,11,12,13,63353,737.1,458.7,70.5,143.3,1.74,13.5,15.91,9.4,,0.51,0.5563,0.396,44,1.10935066553149,Obama,Romney,0
749,2013,Washington,90.4,16,32.9,11,12,13,67375,,,,,1.5,14.1,38.32,8.4,,,,,,,,,
750,2014,Washington,90.4,16,32.9,11,12,13,61222,,,,,0.76,13.2,13.4,7.1,,,,,,,,,
751,2015,Washington,90.4,16,32.9,11,12,13,69575,,,,,0.73,12.2,5.73,6.5,,,,,,,,,
752,2000,West Virginia,85,42,19.2,50,7.4,50,41184,120.3,186.5,0,0,,18.6,-39.29,6.5,46.1,0.55,0.5195,0.6079,22,0.718879992843405,Gore,G.W. Bush,1
753,2001,West Virginia,85,42,19.2,50,7.4,50,40116,,,,,1.55,17.2,-21.05,6.1,46.425,,,,,,,,
754,2002,West Virginia,85,42,19.2,50,7.4,50,43773,,,,,2.38,17.2,-31.53,6.4,46.75,,,,,,,,
755,2003,West Virginia,85,42,19.2,50,7.4,50,43415,,,,,1.88,18.5,50.01,6.8,47.075,,,,,,,,
756,2004,West Virginia,85,42,19.2,50,7.4,50,45858,332.7,355,0,0,3.26,17.9,8.59,6.3,47.2375,0.51,0.5264,0.5162,31,0.699042756860243,Kerry,G.W. Bush,1
757,2005,West Virginia,85,42,19.2,50,7.4,50,46824,,,,,3.42,18,1.37,5.8,47.4,,,,,,,,
758,2006,West Virginia,85,42,19.2,50,7.4,50,49885,,,,,2.54,17.3,9.52,5.2,47.5625,,,,,,,,
759,2007,West Virginia,85,42,19.2,50,7.4,50,43363,,,,,4.08,16.9,9.81,5.1,47.725,,,,,,,,
760,2008,West Virginia,85,42,19.2,50,7.4,50,46373,760.4,239.7,0,0,0.09,17,-40.54,5.1,48.05,0.49,0.4644,0.2397,29,0.716493460878907,Obama,McCain,1
761,2009,West Virginia,85,42,19.2,50,7.4,50,48198,,,,,2.72,17.7,43.89,6.5,48.375,,,,,,,,
762,2010,West Virginia,85,42,19.2,50,7.4,50,45680,,,,,1.5,18.1,16.91,9.4,48.7,,,,,,,,
763,2011,West Virginia,85,42,19.2,50,7.4,50,46586,,,,,2.96,18.6,-1.8,9.6,,,,,,,,,
764,2012,West Virginia,85,42,19.2,50,7.4,50,42415,737.1,458.7,70.5,143.3,1.74,17.8,15.91,8.1,,0.51,0.5563,0.396,31,0.737483647237162,Obama,Romney,1
765,2013,West Virginia,85,42,19.2,50,7.4,50,45395,,,,,1.5,18.5,38.32,8.2,,,,,,,,,
766,2014,West Virginia,85,42,19.2,50,7.4,50,40994,,,,,0.76,18.3,13.4,7.7,,,,,,,,,
767,2015,West Virginia,85,42,19.2,50,7.4,50,44309,,,,,0.73,17.9,5.73,7.4,,,,,,,,,
768,2000,Wisconsin,91,11,27.8,27,9.4,33,62937,120.3,186.5,0,0,,8.9,-39.29,3.8,68.3,0.55,0.5195,0.6079,54,0.937312698483696,Gore,G.W. Bush,0
769,2001,Wisconsin,91,11,27.8,27,9.4,33,62721,,,,,1.55,9.8,-21.05,4.5,68.5375,,,,,,,,
770,2002,Wisconsin,91,11,27.8,27,9.4,33,61818,,,,,2.38,9.7,-31.53,6.1,68.775,,,,,,,,
771,2003,Wisconsin,91,11,27.8,27,9.4,33,59493,,,,,1.88,10.5,50.01,6.4,69.0125,,,,,,,,
772,2004,Wisconsin,91,11,27.8,27,9.4,33,56182,332.7,355,0,0,3.26,10.7,8.59,6,69.13125,0.51,0.5264,0.5162,58,0.945649861731546,Kerry,G.W. Bush,0
773,2005,Wisconsin,91,11,27.8,27,9.4,33,63001,,,,,3.42,10.2,1.37,5.5,69.25,,,,,,,,
774,2006,Wisconsin,91,11,27.8,27,9.4,33,60771,,,,,2.54,11,9.52,5.2,69.36875,,,,,,,,
775,2007,Wisconsin,91,11,27.8,27,9.4,33,58436,,,,,4.08,10.8,9.81,5.5,69.4875,,,,,,,,
776,2008,Wisconsin,91,11,27.8,27,9.4,33,58682,760.4,239.7,0,0,0.09,10.4,-40.54,5.2,69.725,0.49,0.4644,0.2397,51,0.921923100762381,Obama,McCain,0
777,2009,Wisconsin,91,11,27.8,27,9.4,33,56731,,,,,2.72,12.4,43.89,7.7,69.9625,,,,,,,,
778,2010,Wisconsin,91,11,27.8,27,9.4,33,56862,,,,,1.5,13.2,16.91,10.1,70.2,,,,,,,,
779,2011,Wisconsin,91,11,27.8,27,9.4,33,56775,,,,,2.96,13.1,-1.8,8.8,,,,,,,,,
780,2012,Wisconsin,91,11,27.8,27,9.4,33,58243,737.1,458.7,70.5,143.3,1.74,13.2,15.91,7.9,,0.51,0.5563,0.396,58,0.942334447743838,Obama,Romney,0
781,2013,Wisconsin,91,11,27.8,27,9.4,33,54520,,,,,1.5,13.5,38.32,7.8,,,,,,,,,
782,2014,Wisconsin,91,11,27.8,27,9.4,33,60198,,,,,0.76,13.2,13.4,6.4,,,,,,,,,
783,2015,Wisconsin,91,11,27.8,27,9.4,33,57347,,,,,0.73,12.1,5.73,5.4,,,,,,,,,
784,2000,Wyoming,92.3,3,25.7,40,8.6,40,55127,120.3,186.5,0,0,,11.4,-39.29,5.1,65.1,0.55,0.5195,0.6079,70,1.1364225969495,Gore,G.W. Bush,1
785,2001,Wyoming,92.3,3,25.7,40,8.6,40,54332,,,,,1.55,11.4,-21.05,4.8,65.0625,,,,,,,,
786,2002,Wyoming,92.3,3,25.7,40,8.6,40,56855,,,,,2.38,11,-31.53,4.8,65.025,,,,,,,,
787,2003,Wyoming,92.3,3,25.7,40,8.6,40,59057,,,,,1.88,9.7,50.01,5.4,64.9875,,,,,,,,
788,2004,Wyoming,92.3,3,25.7,40,8.6,40,56268,332.7,355,0,0,3.26,10.3,8.59,4.9,64.96875,0.51,0.5264,0.5162,73,1.18800255264837,Kerry,G.W. Bush,1
789,2005,Wyoming,92.3,3,25.7,40,8.6,40,57332,,,,,3.42,9.5,1.37,4.4,64.95,,,,,,,,
790,2006,Wyoming,92.3,3,25.7,40,8.6,40,57769,,,,,2.54,9.4,9.52,4.1,64.93125,,,,,,,,
791,2007,Wyoming,92.3,3,25.7,40,8.6,40,60875,,,,,4.08,8.7,9.81,3.5,64.9125,,,,,,,,
792,2008,Wyoming,92.3,3,25.7,40,8.6,40,60094,760.4,239.7,0,0,0.09,9.4,-40.54,3.7,64.875,0.49,0.4644,0.2397,73,1.42935063325138,Obama,McCain,1
793,2009,Wyoming,92.3,3,25.7,40,8.6,40,58816,,,,,2.72,9.8,43.89,5.2,64.8375,,,,,,,,
794,2010,Wyoming,92.3,3,25.7,40,8.6,40,59539,,,,,1.5,11.2,16.91,8.1,64.8,,,,,,,,
795,2011,Wyoming,92.3,3,25.7,40,8.6,40,61517,,,,,2.96,11.3,-1.8,7.2,,,,,,,,,
796,2012,Wyoming,92.3,3,25.7,40,8.6,40,58709,737.1,458.7,70.5,143.3,1.74,12.6,15.91,6.5,,0.51,0.5563,0.396,84,1.2613742550408,Obama,Romney,1
797,2013,Wyoming,92.3,3,25.7,40,8.6,40,71084,,,,,1.5,10.9,38.32,6.1,,,,,,,,,
798,2014,Wyoming,92.3,3,25.7,40,8.6,40,57721,,,,,0.76,11.2,13.4,5.3,,,,,,,,,
799,2015,Wyoming,92.3,3,25.7,40,8.6,40,63038,,,,,0.73,11.1,5.73,4.6,,,,,,,,,
